"id","book","chapter","verse","subtitle","text","verse_id","source_url","theme","emotion"
"64","colosenses","3","12","La vida antigua y la nueva","Vestíos, pues, como escogidos de Dios, santos y amados, de entrañable misericordia, de benignidad, de humildad, de mansedumbre, de paciencia;","colosenses_3_12","https://www.biblia.es/biblia-buscar-libros-1.php?libro=colosenses&capitulo=3&version=rv60","",""
"65","colosenses","3","13","La vida antigua y la nueva","soportándoos unos a otros, y perdonándoos unos a otros si alguno tuviere queja contra otro. De la manera que Cristo os perdonó, así también hacedlo vosotros.","colosenses_3_13","https://www.biblia.es/biblia-buscar-libros-1.php?libro=colosenses&capitulo=3&version=rv60","",""
"66","colosenses","3","14","La vida antigua y la nueva","Y sobre todas estas cosas vestíos de amor, que es el vínculo perfecto.","colosenses_3_14","https://www.biblia.es/biblia-buscar-libros-1.php?libro=colosenses&capitulo=3&version=rv60","",""
"67","colosenses","3","15","La vida antigua y la nueva","Y la paz de Dios gobierne en vuestros corazones, a la que asimismo fuisteis llamados en un solo cuerpo; y sed agradecidos.","colosenses_3_15","https://www.biblia.es/biblia-buscar-libros-1.php?libro=colosenses&capitulo=3&version=rv60","",""
"68","colosenses","3","16","La vida antigua y la nueva","La palabra de Cristo more en abundancia en vosotros, enseñándoos y exhortándoos unos a otros en toda sabiduría, cantando con gracia en vuestros corazones al Señor con salmos e himnos y cánticos espirituales.","colosenses_3_16","https://www.biblia.es/biblia-buscar-libros-1.php?libro=colosenses&capitulo=3&version=rv60","",""
"69","colosenses","3","17","La vida antigua y la nueva","Y todo lo que hacéis, sea de palabra o de hecho, hacedlo todo en el nombre del Señor Jesús, dando gracias a Dios Padre por medio de él.","colosenses_3_17","https://www.biblia.es/biblia-buscar-libros-1.php?libro=colosenses&capitulo=3&version=rv60","",""
"70","colosenses","3","18","Deberes sociales de la nueva vida","Casadas, estad sujetas a vuestros maridos, como conviene en el Señor.","colosenses_3_18","https://www.biblia.es/biblia-buscar-libros-1.php?libro=colosenses&capitulo=3&version=rv60","",""
"71","colosenses","3","19","Deberes sociales de la nueva vida","Maridos, amad a vuestras mujeres, y no seáis ásperos con ellas.","colosenses_3_19","https://www.biblia.es/biblia-buscar-libros-1.php?libro=colosenses&capitulo=3&version=rv60","",""
"72","colosenses","3","20","Deberes sociales de la nueva vida","Hijos, obedeced a vuestros padres en todo, porque esto agrada al Señor.","colosenses_3_20","https://www.biblia.es/biblia-buscar-libros-1.php?libro=colosenses&capitulo=3&version=rv60","",""
"73","colosenses","3","21","Deberes sociales de la nueva vida","Padres, no exasperéis a vuestros hijos, para que no se desalienten.","colosenses_3_21","https://www.biblia.es/biblia-buscar-libros-1.php?libro=colosenses&capitulo=3&version=rv60","",""
"74","colosenses","3","22","Deberes sociales de la nueva vida","Siervos, obedeced en todo a vuestros amos terrenales, no sirviendo al ojo, como los que quieren agradar a los hombres, sino con corazón sincero, temiendo a Dios.","colosenses_3_22","https://www.biblia.es/biblia-buscar-libros-1.php?libro=colosenses&capitulo=3&version=rv60","",""
"75","colosenses","3","23","Deberes sociales de la nueva vida","Y todo lo que hagáis, hacedlo de corazón, como para el Señor y no para los hombres;","colosenses_3_23","https://www.biblia.es/biblia-buscar-libros-1.php?libro=colosenses&capitulo=3&version=rv60","",""
"76","colosenses","3","24","Deberes sociales de la nueva vida","sabiendo que del Señor recibiréis la recompensa de la herencia, porque a Cristo el Señor servís.","colosenses_3_24","https://www.biblia.es/biblia-buscar-libros-1.php?libro=colosenses&capitulo=3&version=rv60","",""
"77","colosenses","3","25","Deberes sociales de la nueva vida","Mas el que hace injusticia, recibirá la injusticia que hiciere, porque no hay acepción de personas.","colosenses_3_25","https://www.biblia.es/biblia-buscar-libros-1.php?libro=colosenses&capitulo=3&version=rv60","",""
"78","colosenses","4","1","","Amos, haced lo que es justo y recto con vuestros siervos, sabiendo que también vosotros tenéis un Amo en los cielos.","colosenses_4_1","https://www.biblia.es/biblia-buscar-libros-1.php?libro=colosenses&capitulo=4&version=rv60","",""
"79","colosenses","4","2","","Perseverad en la oración, velando en ella con acción de gracias;","colosenses_4_2","https://www.biblia.es/biblia-buscar-libros-1.php?libro=colosenses&capitulo=4&version=rv60","",""
"80","colosenses","4","3","","orando también al mismo tiempo por nosotros, para que el Señor nos abra puerta para la palabra, a fin de dar a conocer el misterio de Cristo, por el cual también estoy preso,","colosenses_4_3","https://www.biblia.es/biblia-buscar-libros-1.php?libro=colosenses&capitulo=4&version=rv60","",""
"81","colosenses","4","4","","para que lo manifieste como debo hablar.","colosenses_4_4","https://www.biblia.es/biblia-buscar-libros-1.php?libro=colosenses&capitulo=4&version=rv60","",""
"82","colosenses","4","5","","Andad sabiamente para con los de afuera, redimiendo el tiempo.","colosenses_4_5","https://www.biblia.es/biblia-buscar-libros-1.php?libro=colosenses&capitulo=4&version=rv60","",""
"83","colosenses","4","6","","Sea vuestra palabra siempre con gracia, sazonada con sal, para que sepáis cómo debéis responder a cada uno.","colosenses_4_6","https://www.biblia.es/biblia-buscar-libros-1.php?libro=colosenses&capitulo=4&version=rv60","",""
"84","colosenses","4","7","Salutaciones finales","Todo lo que a mí se refiere, os lo hará saber Tíquico, amado hermano y fiel ministro y consiervo en el Señor,","colosenses_4_7","https://www.biblia.es/biblia-buscar-libros-1.php?libro=colosenses&capitulo=4&version=rv60","",""
"85","colosenses","4","8","Salutaciones finales","el cual he enviado a vosotros para esto mismo, para que conozca lo que a vosotros se refiere, y conforte vuestros corazones,","colosenses_4_8","https://www.biblia.es/biblia-buscar-libros-1.php?libro=colosenses&capitulo=4&version=rv60","",""
"86","colosenses","4","9","Salutaciones finales","con Onésimo, amado y fiel hermano, que es uno de vosotros. Todo lo que acá pasa, os lo harán saber.","colosenses_4_9","https://www.biblia.es/biblia-buscar-libros-1.php?libro=colosenses&capitulo=4&version=rv60","",""
"87","colosenses","4","10","Salutaciones finales","Aristarco, mi compañero de prisiones, os saluda, y Marcos el sobrino de Bernabé, acerca del cual habéis recibido mandamientos; si fuere a vosotros, recibidle;","colosenses_4_10","https://www.biblia.es/biblia-buscar-libros-1.php?libro=colosenses&capitulo=4&version=rv60","",""
"88","colosenses","4","11","Salutaciones finales","y Jesús, llamado Justo; que son los únicos de la circuncisión que me ayudan en el reino de Dios, y han sido para mí un consuelo.","colosenses_4_11","https://www.biblia.es/biblia-buscar-libros-1.php?libro=colosenses&capitulo=4&version=rv60","",""
"89","colosenses","4","12","Salutaciones finales","Os saluda Epafras, el cual es uno de vosotros, siervo de Cristo, siempre rogando encarecidamente por vosotros en sus oraciones, para que estéis firmes, perfectos y completos en todo lo que Dios quiere.","colosenses_4_12","https://www.biblia.es/biblia-buscar-libros-1.php?libro=colosenses&capitulo=4&version=rv60","",""
"90","colosenses","4","13","Salutaciones finales","Porque de él doy testimonio de que tiene gran solicitud por vosotros, y por los que están en Laodicea, y los que están en Hierápolis.","colosenses_4_13","https://www.biblia.es/biblia-buscar-libros-1.php?libro=colosenses&capitulo=4&version=rv60","",""
"91","colosenses","4","14","Salutaciones finales","Os saluda Lucas el médico amado, y Demas.","colosenses_4_14","https://www.biblia.es/biblia-buscar-libros-1.php?libro=colosenses&capitulo=4&version=rv60","",""
"92","colosenses","4","15","Salutaciones finales","Saludad a los hermanos que están en Laodicea, y a Ninfas y a la iglesia que está en su casa.","colosenses_4_15","https://www.biblia.es/biblia-buscar-libros-1.php?libro=colosenses&capitulo=4&version=rv60","",""
"93","colosenses","4","16","Salutaciones finales","Cuando esta carta haya sido leída entre vosotros, haced que también se lea en la iglesia de los laodicenses, y que la de Laodicea la leáis también vosotros.","colosenses_4_16","https://www.biblia.es/biblia-buscar-libros-1.php?libro=colosenses&capitulo=4&version=rv60","",""
"94","colosenses","4","17","Salutaciones finales","Decid a Arquipo: Mira que cumplas el ministerio que recibiste en el Señor.","colosenses_4_17","https://www.biblia.es/biblia-buscar-libros-1.php?libro=colosenses&capitulo=4&version=rv60","",""
"95","colosenses","4","18","Salutaciones finales","La salutación de mi propia mano, de Pablo. Acordaos de mis prisiones. La gracia sea con vosotros. Amén.","colosenses_4_18","https://www.biblia.es/biblia-buscar-libros-1.php?libro=colosenses&capitulo=4&version=rv60","",""
